"Variables ->","m_L_GDP","m_L_S","m_L_CPI","m_RS","m_L_CPIXFE","m_L_CPI_RW","m_RS_RW","m_L_GDP_RW_GAP","m_REM_GDP","m_L_MB"
"2005Q2",1127.01572,202.94632,373.07362,3.00000,494.89469,468.41965,3.35000,0.59344,10.58383,981.09445
"2005Q3",1125.84510,203.07764,375.21754,3.61364,496.18176,471.59832,3.93000,0.77230,10.21773,982.70654
"2005Q4",1126.52988,202.94632,376.95937,4.11364,498.03388,470.55193,4.09000,0.75775,11.22415,995.90405
"2006Q1",1130.13536,203.07764,378.31910,4.25000,500.29605,471.19639,5.00000,1.56173,11.43247,995.75448
"2006Q2",1129.73028,202.94632,380.35457,4.57955,501.54707,474.61453,5.05000,1.32605,11.79869,999.53372
"2006Q3",1132.24823,202.94632,380.75939,5.00000,502.51913,474.18515,5.34000,1.02141,11.51090,999.18006
"2006Q4",1133.92685,202.81482,382.59033,5.00000,503.69733,473.79704,5.17000,1.46278,11.46687,1014.79111
"2007Q1",1136.51413,203.99208,385.10748,5.02273,506.09544,474.91640,5.30000,1.38861,11.54642,1014.62494
"2007Q2",1136.62429,203.86195,385.53144,5.50000,507.25332,477.59816,5.31000,1.66273,11.95418,1017.24607
"2007Q3",1137.94024,204.12203,387.83470,5.52500,508.90135,478.79842,4.58000,1.93811,11.89932,1018.00771
"2007Q4",1138.46841,203.20878,390.97504,6.28571,510.89685,482.48127,3.06000,2.29917,11.79119,1025.54780
"2008Q1",1139.75530,203.33976,393.81654,6.53571,514.06565,486.82977,2.51000,1.63583,11.32690,1018.80949
"2008Q2",1142.10142,201.35688,398.24479,6.75000,516.61194,493.19567,2.47000,2.01772,10.84669,1018.91062
"2008Q3",1141.02950,200.95554,399.83352,7.25000,518.63879,489.16453,2.03000,1.29651,10.59487,1020.51391
"2008Q4",1141.10323,204.25182,399.95932,7.25000,520.00226,474.46549,0.14000,-1.10214,10.28297,1026.25561
"2009Q1",1139.93843,208.93919,398.69418,6.45455,520.95840,473.87285,0.16000,-2.42830,10.83854,1021.31427
"2009Q2",1141.02773,209.55609,398.86011,5.54545,521.58899,478.08520,0.22000,-2.79948,10.23330,1026.47012
"2009Q3",1142.41128,211.86623,399.86636,4.63636,522.37665,478.81526,0.07000,-2.65538,10.36766,1029.14368
"2009Q4",1143.10979,211.98635,399.68017,4.50000,522.94830,480.96158,0.05000,-1.80565,10.18029,1036.73568
"2010Q1",1143.17918,208.19384,402.54916,4.50000,524.56175,482.35911,0.09000,-1.56975,9.80161,1036.55756
"2010Q2",1144.01486,208.06908,402.84699,4.50000,525.43898,482.08650,0.09000,-0.87831,9.94524,1033.26106
"2010Q3",1144.16289,208.93919,403.55606,4.50000,526.32308,482.79717,0.15000,-0.40677,10.19852,1034.47509
"2010Q4",1146.25731,207.69384,404.93330,4.50000,527.26501,486.52385,0.13000,-0.20519,9.72521,1043.71377
"2011Q1",1147.22135,204.25182,407.31471,4.50000,528.92165,491.87075,0.10000,-0.79064,9.39629,1043.65071
"2011Q2",1148.33898,205.28409,409.07628,4.75000,530.30800,493.65610,0.07000,-0.49019,9.51334,1044.95461
"2011Q3",1149.72460,206.05135,410.55242,5.00000,531.60239,493.60050,0.06000,-0.91186,8.96536,1040.58827
"2011Q4",1149.83522,205.41237,410.94869,5.50000,532.64324,492.90135,0.04000,-0.21923,9.14409,1052.95276
"2012Q1",1150.99247,204.51089,411.86724,5.50000,533.92112,494.35064,0.09000,0.16817,9.47796,1050.39189
"2012Q2",1150.98198,206.05135,412.49041,5.50000,535.04867,491.24868,0.09000,0.14370,9.79023,1049.36048
"2012Q3",1152.10823,207.69384,413.78016,5.00000,536.31368,492.97166,0.09000,-0.20300,9.65891,1047.39670
"2012Q4",1153.43515,206.55961,414.33696,5.00000,537.42279,492.13864,0.09000,-0.59765,9.64017,1062.48796
"2013Q1",1153.87651,205.54050,416.11426,5.00000,538.74653,493.18607,0.09000,-0.14442,9.54434,1062.95108
"2013Q2",1155.29769,205.66846,417.17276,5.25000,539.72473,491.71061,0.07000,-0.42218,9.44599,1058.47696
"2013Q3",1155.76188,207.19133,417.90446,5.25000,540.34163,492.08602,0.06000,-0.13417,9.77705,1055.44107
"2013Q4",1156.29723,206.17866,418.63084,5.00000,541.11205,491.08686,0.07000,0.16133,9.84826,1067.03474
"2014Q1",1157.97225,204.51089,419.30869,5.00000,541.97008,493.00350,0.06000,-0.76734,9.61264,1060.08384
"2014Q2",1159.51419,205.41237,420.25689,4.75000,542.70760,492.40989,0.09000,-0.07523,9.69671,1060.16272
"2014Q3",1159.89210,204.38144,421.29812,4.50000,543.34638,490.89336,0.07000,0.53544,9.60197,1062.77869
"2014Q4",1161.22138,203.07764,421.53557,4.00000,543.95678,486.27234,0.06000,0.43914,9.41279,1075.36898
"2015Q1",1162.56106,203.20878,421.70484,3.50000,544.68022,483.25986,0.06000,0.73372,9.76557,1076.42698
"2015Q2",1162.56556,203.47056,422.61393,3.50000,545.45305,483.70124,0.08000,0.75019,9.61499,1079.13726
"2015Q3",1164.65482,204.03841,423.15712,3.25000,546.11059,480.44353,0.07000,0.55097,10.26461,1077.70983
"2015Q4",1164.85622,202.99203,424.55574,3.00000,546.76899,478.31881,0.20000,0.14001,10.77052,1085.30873
"2016Q1",1164.22548,204.34464,425.87832,3.00000,547.43821,476.93947,0.25000,0.12669,11.09213,1080.09461
"2016Q2",1166.25808,203.37748,426.95121,3.00000,548.07545,479.39275,0.30000,-0.13917,10.83517,1085.45854
"2016Q3",1166.64728,201.83569,427.61498,3.00000,548.62845,479.21656,0.29000,-0.01350,10.36415,1084.29400
"2016Q4",1168.00708,201.54813,428.70104,3.00000,549.34180,479.97988,0.55000,-0.03610,11.05635,1098.62601
"2017Q1",1168.86344,199.59918,429.79883,3.00000,550.07423,480.68473,0.82000,-0.11928,11.62474,1091.15367
"2017Q2",1168.83584,199.38586,431.22355,3.00000,550.54242,480.47614,1.06000,-0.12273,11.47886,1096.58179
"2017Q3",1169.68822,198.81323,431.88256,3.00000,550.98626,481.94748,1.06000,0.10880,11.12931,1096.48721
"2017Q4",1169.85181,199.34465,434.22264,2.75000,551.64932,482.97660,1.33000,0.68429,11.38493,1110.25619
"2018Q1",1171.59047,200.05220,433.85638,2.75000,552.29627,483.96188,1.67000,0.95854,11.83230,1103.98323
"2018Q2",1173.20161,201.29370,434.94375,2.75000,552.97322,485.29832,1.91000,0.96178,12.52867,1102.43667
"2018Q3",1173.08081,203.52743,436.33405,2.75000,553.62945,484.84760,2.18000,1.06675,13.11242,1103.83016
"2018Q4",1172.76418,204.51089,436.50922,2.75000,554.14459,482.86659,2.40000,0.70000,13.36777,1117.27269
"2019Q1",1175.33415,203.99830,437.94278,2.75000,554.72148,484.22121,2.43000,0.74027,12.89148,1109.91010
"2019Q2",1177.11776,204.18685,439.63211,2.75000,555.33954,483.42966,2.40000,1.07009,13.66836,1112.27381
"2019Q3",1176.98897,204.19905,438.12233,2.75000,555.77854,482.86114,1.90000,1.70195,14.09325,1113.89358
"2019Q4",1176.99066,203.97395,439.85804,2.75000,556.33026,482.83137,1.55000,1.84660,13.62630,1128.00813
"2020Q1",1176.20970,203.94589,439.69571,2.75000,556.81653,480.19156,0.08000,-0.02512,13.52507,1125.27885
"2020Q2",1167.54379,204.08860,441.99305,2.00000,557.27322,479.16060,0.08000,-8.75458,13.26094,1129.33007
"2020Q3",1175.49380,204.86220,442.96854,1.75000,557.85729,481.37456,0.09000,-1.80689,15.73924,1139.81889
"2020Q4",1179.40707,205.42800,444.56900,1.75000,558.51389,482.75831,0.09000,-1.31762,15.76140,1154.53046
"2021Q1",1180.66067,204.38569,445.37308,1.75000,559.38699,487.82434,0.06000,-0.59506,16.61106,1145.90077
"2021Q2",1182.11307,204.62099,445.82587,1.75000,559.92008,491.58457,0.08000,0.34643,17.20407,1148.17794
"2021Q3",1183.29869,204.53499,446.57380,1.75000,560.73653,492.46608,0.06000,0.58111,17.97538,1148.35100
"2021Q4",1184.09119,204.45154,447.59070,1.75000,562.14164,493.95647,0.07000,1.67990,18.71390,1165.70431
"2022Q1",1185.31709,204.04558,449.45955,1.75000,564.18086,501.65325,0.33000,0.59178,18.86718,1156.09877
"2022Q2",1186.77026,204.57643,453.10799,2.25000,566.62231,504.17516,1.58000,-0.14341,19.26695,1160.54098
"2022Q3",1187.06091,205.41772,455.22272,3.00000,568.87049,499.61567,3.08000,-0.08494,18.71575,1159.03660
"2022Q4",1187.54104,206.28183,456.42502,3.75000,570.65113,497.64317,4.33000,-0.05312,18.88966,1172.51084
"2023Q1",1189.25361,205.47616,457.81360,4.50000,572.06965,496.88234,4.83000,-0.10288,19.23207,1165.43052
"2023Q2",1190.77829,205.90243,457.91962,5.00000,573.10583,495.59334,5.08000,-0.20002,19.07072,1172.42749
"2023Q3",1190.95333,206.27349,459.80322,5.00000,574.39714,497.02507,5.33000,0.37815,19.10677,1167.50409
"2023Q4",1189.65133,205.72166,460.51702,5.00000,575.40295,494.94165,5.33000,0.55831,18.51205,1182.22827
"2024Q1",NaN,205.45303,460.99587,5.00000,575.85672,496.48346,5.33000,0.38826,NaN,1180.12753
